"2023-04-14T09:56:00.969Z","SYS","Session logging started.",""
"2023-04-14T09:56:00.970Z","EVSE","Session Started: EVConnected",""
"2023-04-14T09:56:01.972Z","EVSE","Set PWM On (5.000000074505806%)",""
"2023-04-14T09:56:02.170Z","EVSE","Change HLC Limits: 10000W/25A, target_voltage 0, hack_bpt false",""
"2023-04-14T09:56:02.320Z","EVSE","EIM Authorization received",""
"2023-04-14T09:56:02.321Z","EVSE","Transaction Started (0 kWh)",""
"2023-04-14T09:56:02.323Z","EVSE","DC mode. We are in 5percent mode so we can continue without further action.",""
"2023-04-14T09:56:02.373Z","EVSE","Charger state: Wait for Auth->PrepareCharging",""
"2023-04-14T09:56:02.513Z","EVSE","Set PWM On (5.000000074505806%)",""
"2023-04-14T09:56:11.146Z","CAR","V2G SupportedAppProtocolReq","{
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3875
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466181
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:22.228Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:22.258Z","EVSE","Isolation measurement P 910000 N 900000.",""
"2023-04-14T09:56:22.272Z","EVSE","DC power supply set: 413V/24.100000381469727A, requested was 413V/24.100000381469727A.",""
"2023-04-14T09:56:22.416Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3765
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466181
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:22.846Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:22.999Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3717
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466182
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:23.255Z","EVSE","Isolation measurement P 910000 N 900000.",""
"2023-04-14T09:56:23.277Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:23.440Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3790
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466182
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:23.717Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:23.896Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3826
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466183
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:24.206Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:24.258Z","EVSE","Isolation measurement P 910000 N 900000.",""
"2023-04-14T09:56:24.436Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3790
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466183
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:24.705Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:24.793Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3753
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466184
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:25.052Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:25.228Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3765
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466184
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:25.270Z","EVSE","Isolation measurement P 910000 N 900000.",""
"2023-04-14T09:56:25.487Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:25.645Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3778
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466185
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:25.943Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:26.129Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3796
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466185
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:26.261Z","EVSE","Isolation measurement P 910000 N 900000.",""
"2023-04-14T09:56:26.385Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:26.583Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3778
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466185
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:26.844Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:26.958Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
